,x
TCGA-2A-A8VL-01,0.517496284584
TCGA-2A-A8VO-01,0.403622066502
TCGA-2A-A8VT-01,0.491203070432
TCGA-2A-A8VV-01,0.625641948017
TCGA-2A-A8VX-01,0.770228346085
TCGA-2A-A8W1-01,0.7821128464139999
TCGA-2A-A8W3-01,0.42746697512599996
TCGA-2A-AAYF-01,0.563598783732
TCGA-2A-AAYO-01,0.399737802291
TCGA-2A-AAYU-01,0.517260932533
TCGA-4L-AA1F-01,0.256411106822
TCGA-CH-5737-01,0.602489716182
TCGA-CH-5738-01,0.43457777523999996
TCGA-CH-5739-01,0.442278417541
TCGA-CH-5740-01,0.537619812119
TCGA-CH-5741-01,0.7602085365700001
TCGA-CH-5743-01,0.348305535131
TCGA-CH-5744-01,0.500509897029
TCGA-CH-5746-01,0.468571659107
TCGA-CH-5748-01,0.39597482735100004
TCGA-CH-5750-01,0.45830255426600003
TCGA-CH-5751-01,0.49965672853
TCGA-CH-5752-01,0.531150486994
TCGA-CH-5753-01,0.603470838938
TCGA-CH-5754-01,0.49940362831600005
TCGA-CH-5761-01,0.602639010558
TCGA-CH-5762-01,0.296261757573
TCGA-CH-5763-01,0.26368647509
TCGA-CH-5764-01,0.420775466667
TCGA-CH-5765-01,0.6483461446159999
TCGA-CH-5766-01,0.476698375
TCGA-CH-5767-01,0.707753623783
TCGA-CH-5768-01,0.497575625119
TCGA-CH-5769-01,0.31425454325
TCGA-CH-5771-01,0.2920238668
TCGA-CH-5772-01,0.5063850204779999
TCGA-CH-5788-01,0.726983375
TCGA-CH-5789-01,0.46429377602099997
TCGA-CH-5790-01,0.580615589762
TCGA-CH-5791-01,0.576106841346
TCGA-CH-5792-01,0.259386210833
TCGA-CH-5794-01,0.466897003464
TCGA-EJ-5494-01,0.5558606514760001
TCGA-EJ-5495-01,0.351939939877
TCGA-EJ-5496-01,0.49990663999300006
TCGA-EJ-5497-01,0.405013021162
TCGA-EJ-5498-01,0.378363279989
TCGA-EJ-5499-01,0.407405944881
TCGA-EJ-5501-01,0.35888979465899995
TCGA-EJ-5502-01,0.37131829899499996
TCGA-EJ-5503-01,0.308388568431
TCGA-EJ-5504-01,0.447867097504
TCGA-EJ-5505-01,0.42267958520099996
TCGA-EJ-5506-01,0.42569821024000004
TCGA-EJ-5507-01,0.397264354335
TCGA-EJ-5508-01,0.353991522295
TCGA-EJ-5509-01,0.415979305488
TCGA-EJ-5510-01,0.34295836214000003
TCGA-EJ-5511-01,0.591499587222
TCGA-EJ-5512-01,0.35839464927299997
TCGA-EJ-5514-01,0.39011500960900003
TCGA-EJ-5515-01,0.33514979551699997
TCGA-EJ-5516-01,0.265757387297
TCGA-EJ-5517-01,0.428887687067
TCGA-EJ-5518-01,0.44442337310400004
TCGA-EJ-5519-01,0.593208853469
TCGA-EJ-5521-01,0.361427081689
TCGA-EJ-5522-01,0.39583093921499996
TCGA-EJ-5524-01,0.45629269307400006
TCGA-EJ-5525-01,0.680241445835
TCGA-EJ-5526-01,0.36270494101499995
TCGA-EJ-5527-01,0.314825441289
TCGA-EJ-5530-01,0.37945149793300004
TCGA-EJ-5531-01,0.324160047357
TCGA-EJ-5532-01,0.571907175921
TCGA-EJ-5542-01,0.41082838888000006
TCGA-EJ-7115-01,0.43360542959
TCGA-EJ-7123-01,0.44511699848
TCGA-EJ-7125-01,0.5077771204779999
TCGA-EJ-7218-01,0.396902333333
TCGA-EJ-7312-01,0.578548410118
TCGA-EJ-7314-01,0.492971838732
TCGA-EJ-7315-01,0.42500248351
TCGA-EJ-7317-01,0.530024678575
TCGA-EJ-7318-01,0.384715676243
TCGA-EJ-7321-01,0.33049858879099997
TCGA-EJ-7325-01,0.629402810604
TCGA-EJ-7327-01,0.368567641481
TCGA-EJ-7328-01,0.379964971108
TCGA-EJ-7330-01,0.382413910122
TCGA-EJ-7331-01,0.444546172866
TCGA-EJ-7781-01,0.36156907734300003
TCGA-EJ-7782-01,0.546274309368
TCGA-EJ-7783-01,0.33703492360699994
TCGA-EJ-7784-01,0.620318577933
TCGA-EJ-7785-01,0.358581525827
TCGA-EJ-7786-01,0.385241193769
TCGA-EJ-7788-01,0.573002349518
TCGA-EJ-7789-01,0.795562427704
TCGA-EJ-7791-01,0.262071197827
TCGA-EJ-7792-01,0.37150724662
TCGA-EJ-7793-01,0.40367914884000006
TCGA-EJ-7794-01,0.299195224725
TCGA-EJ-7797-01,0.34454118714000004
TCGA-EJ-8468-01,0.408112241667
TCGA-EJ-8470-01,0.34600941027500004
TCGA-EJ-8472-01,0.597583893267
TCGA-EJ-8474-01,0.365723757387
TCGA-EJ-A46B-01,0.38410648321400004
TCGA-EJ-A46D-01,0.376690564856
TCGA-EJ-A46E-01,0.308673594871
TCGA-EJ-A46F-01,0.7281064583329999
TCGA-EJ-A46G-01,0.584509795411
TCGA-EJ-A46H-01,0.394985996863
TCGA-EJ-A46I-01,0.379959384861
TCGA-EJ-A65B-01,0.269143465322
TCGA-EJ-A65D-01,0.7133036753059999
TCGA-EJ-A65E-01,0.6041311368419999
TCGA-EJ-A65F-01,0.583406844825
TCGA-EJ-A65G-01,0.407967937822
TCGA-EJ-A65J-01,0.616800383902
TCGA-EJ-A65M-01,0.39569353331
TCGA-EJ-A6RA-01,0.335975415462
TCGA-EJ-A6RC-01,0.255429961361
TCGA-EJ-A7NF-01,0.655212494693
TCGA-EJ-A7NG-01,0.30834996955
TCGA-EJ-A7NH-01,0.343338812605
TCGA-EJ-A7NJ-01,0.32432250285799996
TCGA-EJ-A7NK-01,0.387109155431
TCGA-EJ-A7NM-01,0.372492693605
TCGA-EJ-A8FN-01,0.38921773558899997
TCGA-EJ-A8FO-01,0.44718909946900004
TCGA-EJ-A8FP-01,0.36187677530400003
TCGA-EJ-A8FS-01,0.698940107246
TCGA-EJ-A8FU-01,0.280349317678
TCGA-EJ-AB20-01,0.286074871208
TCGA-EJ-AB27-01,0.326687363537
TCGA-FC-7708-01,0.380880085321
TCGA-FC-7961-01,0.305113209773
TCGA-FC-A4JI-01,0.608974166667
TCGA-FC-A5OB-01,0.68049645
TCGA-FC-A66V-01,0.333686695478
TCGA-FC-A6HD-01,0.583331048031
TCGA-FC-A8O0-01,0.649708314572
TCGA-G9-6329-01,0.291029504798
TCGA-G9-6332-01,0.681725407117
TCGA-G9-6333-01,0.32378802586399996
TCGA-G9-6336-01,0.32058964499000003
TCGA-G9-6338-01,0.5563451790199999
TCGA-G9-6339-01,0.427501011401
TCGA-G9-6342-01,0.39976196424000005
TCGA-G9-6343-01,0.350502533452
TCGA-G9-6347-01,0.26434545
TCGA-G9-6348-01,0.3179435591
TCGA-G9-6351-01,0.40132274996699996
TCGA-G9-6353-01,0.338601005825
TCGA-G9-6354-01,0.43967926546499997
TCGA-G9-6356-01,0.417972503812
TCGA-G9-6361-01,0.5097917271119999
TCGA-G9-6362-01,0.601067645698
TCGA-G9-6363-01,0.372562196408
TCGA-G9-6364-01,0.42903656236000004
TCGA-G9-6365-01,0.40211080614
TCGA-G9-6366-01,0.505646674625
TCGA-G9-6367-01,0.335385026955
TCGA-G9-6369-01,0.7213436916339999
TCGA-G9-6370-01,0.26244018
TCGA-G9-6371-01,0.368940476448
TCGA-G9-6373-01,0.46860516403
TCGA-G9-6377-01,0.442872738569
TCGA-G9-6378-01,0.336506909916
TCGA-G9-6379-01,0.271995853836
TCGA-G9-6384-01,0.39052242658200004
TCGA-G9-6385-01,0.380018262822
TCGA-G9-6494-01,0.526207855229
TCGA-G9-6496-01,0.6894149824169999
TCGA-G9-6498-01,0.457012571744
TCGA-G9-6499-01,0.390411361954
TCGA-G9-7509-01,0.384316916598
TCGA-G9-7510-01,0.278575119524
TCGA-G9-7519-01,0.420823382562
TCGA-G9-7521-01,0.39872242325400004
TCGA-G9-7522-01,0.295885410063
TCGA-G9-7523-01,0.262401919003
TCGA-G9-7525-01,0.423290298605
TCGA-G9-A9S0-01,0.478700938495
TCGA-G9-A9S7-01,0.54265281888
TCGA-H9-7775-01,0.659517843967
TCGA-H9-A6BX-01,0.249998330515
TCGA-H9-A6BY-01,0.615277941602
TCGA-HC-7075-01,0.525621216667
TCGA-HC-7077-01,0.558636792243
TCGA-HC-7078-01,0.583329523952
TCGA-HC-7079-01,0.31841407824900003
TCGA-HC-7080-01,0.7533871362510001
TCGA-HC-7081-01,0.37610118005800003
TCGA-HC-7209-01,0.443179417659
TCGA-HC-7210-01,0.32371916282200003
TCGA-HC-7211-01,0.514579282141
TCGA-HC-7212-01,0.49031071562
TCGA-HC-7213-01,0.571573426119
TCGA-HC-7230-01,0.66604009596
TCGA-HC-7231-01,0.45288821666699997
TCGA-HC-7232-01,0.442933094252
TCGA-HC-7233-01,0.35259248823899997
TCGA-HC-7736-01,0.488955625178
TCGA-HC-7737-01,0.362847575
TCGA-HC-7738-01,0.46443678201399996
TCGA-HC-7740-01,0.255366523603
TCGA-HC-7742-01,0.511576568152
TCGA-HC-7744-01,0.701539192483
TCGA-HC-7745-01,0.290995858952
TCGA-HC-7747-01,0.254072923364
TCGA-HC-7748-01,0.38767735111100005
TCGA-HC-7749-01,0.590677925982
TCGA-HC-7750-01,0.45290475415299997
TCGA-HC-7752-01,0.648054508993
TCGA-HC-7817-01,0.294209756321
TCGA-HC-7818-01,0.274102328757
TCGA-HC-7819-01,0.619633919248
TCGA-HC-7820-01,0.45031612976700003
TCGA-HC-7821-01,0.558441841667
TCGA-HC-8213-01,0.6588206468069999
TCGA-HC-8216-01,0.305201371059
TCGA-HC-8256-01,0.57072506214
TCGA-HC-8257-01,0.486612154154
TCGA-HC-8258-01,0.40415706370899995
TCGA-HC-8259-01,0.6630996527699999
TCGA-HC-8260-01,0.38420042627400003
TCGA-HC-8261-01,0.43239541327500003
TCGA-HC-8262-01,0.469777215694
TCGA-HC-8264-01,0.38953537741899996
TCGA-HC-8265-01,0.42111650666699996
TCGA-HC-8266-01,0.260273466208
TCGA-HC-A48F-01,0.789805184086
TCGA-HC-A4ZV-01,0.545757653646
TCGA-HC-A631-01,0.762123483333
TCGA-HC-A632-01,0.5197662999999999
TCGA-HC-A6AL-01,0.45728469795500004
TCGA-HC-A6AN-01,0.40854800287199994
TCGA-HC-A6AO-01,0.517137454657
TCGA-HC-A6AP-01,0.299184083149
TCGA-HC-A6AQ-01,0.39240502456200005
TCGA-HC-A6AS-01,0.27575560908700003
TCGA-HC-A6HX-01,0.342100105511
TCGA-HC-A6HY-01,0.5817054561
TCGA-HC-A76W-01,0.395228351923
TCGA-HC-A76X-01,0.626533027109
TCGA-HC-A8CY-01,0.590526063309
TCGA-HC-A8D0-01,0.305801481795
TCGA-HC-A8D1-01,0.300868399877
TCGA-HC-A9TE-01,0.391342069909
TCGA-HC-A9TH-01,0.459103960541
TCGA-HI-7168-01,0.5136786453959999
TCGA-HI-7169-01,0.37591251847199997
TCGA-HI-7170-01,0.36098186707099994
TCGA-HI-7171-01,0.6645473916669999
TCGA-J4-8198-01,0.472325359561
TCGA-J4-8200-01,0.492431767385
TCGA-J4-A67K-01,0.34484539633
TCGA-J4-A67L-01,0.43788947396000005
TCGA-J4-A67M-01,0.240918539167
TCGA-J4-A67N-01,0.54703706296
TCGA-J4-A67O-01,0.35516466051299994
TCGA-J4-A67Q-01,0.364138478961
TCGA-J4-A67R-01,0.403992379661
TCGA-J4-A67S-01,0.36951659942299997
TCGA-J4-A67T-01,0.363916046767
TCGA-J4-A6G1-01,0.197197703333
TCGA-J4-A6G3-01,0.238501274412
TCGA-J4-A6M7-01,0.7310324535089999
TCGA-J4-A83I-01,0.5706841040839999
TCGA-J4-A83J-01,0.44323748637599997
TCGA-J4-A83K-01,0.38185673526999997
TCGA-J4-A83L-01,0.329632532484
TCGA-J4-A83M-01,0.58283820254
TCGA-J4-A83N-01,0.45868898258900004
TCGA-J4-AATV-01,0.31105943784400003
TCGA-J4-AATZ-01,0.604559187459
TCGA-J4-AAU2-01,0.525510265064
TCGA-J9-A52B-01,0.412451235501
TCGA-J9-A52C-01,0.277408609717
TCGA-J9-A52E-01,0.36433827804799995
TCGA-J9-A8CK-01,0.423346625375
TCGA-J9-A8CL-01,0.5123501921600001
TCGA-J9-A8CM-01,0.425634167284
TCGA-J9-A8CN-01,0.5454285004739999
TCGA-J9-A8CP-01,0.515706317825
TCGA-KC-A4BL-01,0.347939047261
TCGA-KC-A4BN-01,0.397276030515
TCGA-KC-A4BR-01,0.360188992095
TCGA-KC-A4BV-01,0.489761969851
TCGA-KC-A7F3-01,0.464209429462
TCGA-KC-A7F6-01,0.5373553686110001
TCGA-KC-A7FA-01,0.5532303152
TCGA-KC-A7FD-01,0.626849715752
TCGA-KC-A7FE-01,0.295695903598
TCGA-KK-A59V-01,0.45041106375100004
TCGA-KK-A59X-01,0.735976641667
TCGA-KK-A59Y-01,0.589725728926
TCGA-KK-A59Z-01,0.59501404294
TCGA-KK-A6DY-01,0.309906748497
TCGA-KK-A6E0-01,0.5442607428289999
TCGA-KK-A6E1-01,0.647235233499
TCGA-KK-A6E2-01,0.588127166321
TCGA-KK-A6E3-01,0.252468080515
TCGA-KK-A6E4-01,0.631501219893
TCGA-KK-A6E5-01,0.375025571047
TCGA-KK-A6E6-01,0.336208535332
TCGA-KK-A6E7-01,0.5483826264580001
TCGA-KK-A6E8-01,0.688198618047
TCGA-KK-A7AP-01,0.76349028013
TCGA-KK-A7AQ-01,0.527942710839
TCGA-KK-A7AU-01,0.773462939762
TCGA-KK-A7AV-01,0.312464309087
TCGA-KK-A7AW-01,0.465272088024
TCGA-KK-A7AY-01,0.667688790896
TCGA-KK-A7AZ-01,0.6888796401999999
TCGA-KK-A7B0-01,0.26718608785799997
TCGA-KK-A7B1-01,0.38680088436300003
TCGA-KK-A7B2-01,0.232245385275
TCGA-KK-A7B3-01,0.437402807004
TCGA-KK-A7B4-01,0.482780436076
TCGA-KK-A8I4-01,0.22915459570500002
TCGA-KK-A8I5-01,0.512204842657
TCGA-KK-A8I6-01,0.49840351114299997
TCGA-KK-A8I7-01,0.267176949302
TCGA-KK-A8I8-01,0.5329520575550001
TCGA-KK-A8I9-01,0.292407952809
TCGA-KK-A8IA-01,0.656713533258
TCGA-KK-A8IB-01,0.29153616945
TCGA-KK-A8IC-01,0.312254949693
TCGA-KK-A8ID-01,0.616962611295
TCGA-KK-A8IF-01,0.738034020539
TCGA-KK-A8IG-01,0.401550209913
TCGA-KK-A8IH-01,0.510829831396
TCGA-KK-A8II-01,0.689846644429
TCGA-KK-A8IJ-01,0.46236674632700003
TCGA-KK-A8IK-01,0.807237655728
TCGA-KK-A8IL-01,0.32369541846
TCGA-KK-A8IM-01,0.300407732681
TCGA-M7-A71Y-01,0.34387281211900006
TCGA-M7-A71Z-01,0.607256446047
TCGA-M7-A720-01,0.41804594463100003
TCGA-M7-A721-01,0.359891042667
TCGA-M7-A722-01,0.6682483704209999
TCGA-M7-A723-01,0.28641450776599997
TCGA-M7-A724-01,0.899181483333
TCGA-M7-A725-01,0.67404591352
TCGA-MG-AAMC-01,0.594880277237
TCGA-QU-A6IL-01,0.688173303509
TCGA-QU-A6IM-01,0.477963767587
TCGA-QU-A6IN-01,0.6707889075760001
TCGA-QU-A6IO-01,0.464454006281
TCGA-QU-A6IP-01,0.41340583940700004
TCGA-SU-A7E7-01,0.324906468451
TCGA-TK-A8OK-01,0.35024142577399997
TCGA-TP-A8TT-01,0.315877978856
TCGA-TP-A8TV-01,0.636353860776
TCGA-V1-A8MF-01,0.424429766449
TCGA-V1-A8MG-01,0.367382684728
TCGA-V1-A8MJ-01,0.327649748781
TCGA-V1-A8MK-01,0.340080252895
TCGA-V1-A8ML-01,0.391423406945
TCGA-V1-A8MM-01,0.496294729043
TCGA-V1-A8MU-01,0.35183514871699995
TCGA-V1-A8WL-01,0.478058093159
TCGA-V1-A8WN-01,0.392498783351
TCGA-V1-A8WS-01,0.6713243021170001
TCGA-V1-A8WV-01,0.425060699992
TCGA-V1-A8WW-01,0.6852246534180001
TCGA-V1-A8X3-01,0.368248744242
TCGA-V1-A9O5-01,0.423093670677
TCGA-V1-A9O7-01,0.252795405487
TCGA-V1-A9O9-01,0.277087199694
TCGA-V1-A9OA-01,0.37964912951499996
TCGA-V1-A9OF-01,0.564636527122
TCGA-V1-A9OH-01,0.39003355864399997
TCGA-V1-A9OL-01,0.546692120942
TCGA-V1-A9OQ-01,0.47421529811499996
TCGA-V1-A9OT-01,0.5484617000940001
TCGA-V1-A9OX-01,0.498929124361
TCGA-V1-A9OY-01,0.335968553834
TCGA-V1-A9Z7-01,0.47118368608800004
TCGA-V1-A9Z8-01,0.29608348151999997
TCGA-V1-A9Z9-01,0.507078541262
TCGA-V1-A9ZG-01,0.333388773276
TCGA-V1-A9ZI-01,0.583872218948
TCGA-V1-A9ZK-01,0.40025803865000004
TCGA-V1-A9ZR-01,0.35668880101800005
TCGA-VN-A88I-01,0.221345574478
TCGA-VN-A88K-01,0.629251452578
TCGA-VN-A88L-01,0.432239293438
TCGA-VN-A88M-01,0.5440285545970001
TCGA-VN-A88N-01,0.569815641358
