,x
TCGA-2K-A9WE-01,0.24860763333299998
TCGA-2Z-A9J1-01,0.583679016667
TCGA-2Z-A9J2-01,0.49791791025300003
TCGA-2Z-A9J3-01,0.8638079
TCGA-2Z-A9J5-01,0.454970666667
TCGA-2Z-A9J6-01,0.569695396931
TCGA-2Z-A9J7-01,0.9051445333329999
TCGA-2Z-A9J8-01,0.6663824
TCGA-2Z-A9J9-01,0.48933461549199997
TCGA-2Z-A9JD-01,0.6947641166670001
TCGA-2Z-A9JE-01,0.823732483333
TCGA-2Z-A9JG-01,0.606373484444
TCGA-2Z-A9JI-01,0.36469664163800003
TCGA-2Z-A9JJ-01,0.5943154166669999
TCGA-2Z-A9JK-01,0.375357783333
TCGA-2Z-A9JL-01,0.5668330325590001
TCGA-2Z-A9JM-01,0.45948152692
TCGA-2Z-A9JN-01,0.579638666667
TCGA-2Z-A9JO-01,0.46597725
TCGA-2Z-A9JP-01,0.580554666667
TCGA-2Z-A9JQ-01,0.6112433
TCGA-2Z-A9JR-01,0.5143346999999999
TCGA-2Z-A9JS-01,0.7601464333329999
TCGA-2Z-A9JT-01,0.46881975
TCGA-4A-A93W-01,0.641410165892
TCGA-4A-A93X-01,0.758828551948
TCGA-4A-A93Y-01,0.250735942696
TCGA-5P-A9JU-01,0.7204742
TCGA-5P-A9JV-01,0.415427643586
TCGA-5P-A9JW-01,0.53804305
TCGA-5P-A9JY-01,0.7153368333329999
TCGA-5P-A9JZ-01,0.67223745
TCGA-5P-A9K0-01,0.564312760253
TCGA-5P-A9K2-01,0.6138995007020001
TCGA-5P-A9K3-01,0.6719945666670001
TCGA-5P-A9K4-01,0.669665683333
TCGA-5P-A9K6-01,0.48042667692
TCGA-5P-A9K8-01,0.64620215
TCGA-5P-A9K9-01,0.702762816667
TCGA-5P-A9KA-01,0.39974345
TCGA-5P-A9KC-01,0.491826382559
TCGA-5P-A9KE-01,0.4172304
TCGA-5P-A9KH-01,0.674817666667
TCGA-A4-7286-01,0.39585729999999997
TCGA-A4-7287-01,0.4996685
TCGA-A4-7288-01,0.846856383333
TCGA-A4-7583-01,0.598604083333
TCGA-A4-7584-01,0.620725466667
TCGA-A4-7585-01,0.3040069
TCGA-A4-7732-01,0.658507866667
TCGA-A4-7734-01,0.554392917083
TCGA-A4-7828-01,0.359185683333
TCGA-A4-7915-01,0.557085667777
TCGA-A4-7997-01,0.5569536
TCGA-A4-8098-01,0.6760022333329999
TCGA-A4-8310-01,0.684863533333
TCGA-A4-8311-01,0.699661256018
TCGA-A4-8312-01,0.6612905
TCGA-A4-8515-01,0.686984283333
TCGA-A4-8517-01,0.596078883333
TCGA-A4-8630-01,0.665770984036
TCGA-A4-A48D-01,0.380943516667
TCGA-A4-A4ZT-01,0.6344371
TCGA-A4-A57E-01,0.673195933333
TCGA-A4-A5DU-01,0.75889305
TCGA-A4-A5XZ-01,0.549132416667
TCGA-A4-A5Y0-01,0.9142170000000001
TCGA-A4-A5Y1-01,0.678544309092
TCGA-A4-A6HP-01,0.526643933333
TCGA-A4-A772-01,0.4861939
TCGA-A4-A7UZ-01,0.574129116667
