gene,cancer_type,stroma,cancer,normal,ccle_m,entrezgene,ReconGeneName
CHST7,LIHC,3.03972764823331,1.27022807424444,3.09514638069441,2.1064706009615,56548,56548.1
CHSY1,CRC,4.26468178902864,2.28673847004852,2.58878324395046,3.38263460249966,22856,22856.1
CHSY1,CESC,3.51726022885062,2.99607885613876,3.55313886579607,4.19880858365644,22856,22856.1
CHSY1,KIRC,4.90310823196865,3.3520896515296,3.60082461581817,3.96964423231122,22856,22856.1
CHSY1,HNSC,4.28621562213322,3.25819710376527,3.52601722191724,3.70765800132802,22856,22856.1
CHSY1,GBM,4.15448375634217,3.06252295232553,2.40124152518641,4.73308556616789,22856,22856.1
CHSY1,ESCA,4.01471459520122,3.0796840035888,3.33431282303252,4.07137865869868,22856,22856.1
CHSY1,UCEC,2.80930163363696,3.41590627757539,3.55934746725162,4.02857352225812,22856,22856.1
CHSY1,LUAD,3.69614257420964,2.82972399707068,3.68255689242933,3.67950129284513,22856,22856.1
CHSY1,BRCA,4.36573588291776,3.81674979435736,4.2108875172366,3.81819139773339,22856,22856.1
CHSY1,BLCA,3.8990166775139,2.85583842658458,3.53486035124176,3.85788998765767,22856,22856.1
CHSY1,LGG,3.34852092820395,2.70667411321102,2.40124152518641,4.75171870252453,22856,22856.1
CHSY1,PAAD,4.71476194340301,1.85927958241643,3.81401458770385,3.37962977922494,22856,22856.1
CHSY1,SKCM,4.04649948289863,4.27153084932083,3.43820174262015,4.86535842599501,22856,22856.1
CHSY1,LIHC,3.52394787800174,1.61885818840641,2.6990021436461,3.62555979991659,22856,22856.1
CHSY1,PRAD,3.76012734167676,3.89792414724184,3.79971407095319,4.04167559072126,22856,22856.1
CHSY1,OV,3.69144606435603,2.88417581009485,3.51982484219938,3.75945565537884,22856,22856.1
CHSY1,LUSC,4.199199710436,3.47596592227905,3.97492675214216,4.0983467291996,22856,22856.1
CHSY1,KIRP,3.01700394978944,3.18831328128874,3.525092322439,0,22856,22856.1
CHSY1,THCA,3.37344969237237,2.26379360775713,2.8270160994937,4.57638422817508,22856,22856.1
CHSY1,STAD,3.67841141127543,2.92049027792955,3.01664185309664,3.66075186957855,22856,22856.1
CHSY3,BRCA,1.70149727673866,0.579751503687382,0.883468485674407,0.0592187323732167,337876,337876.1
CHSY3,CRC,1.48971240626654,0,0.236278123495483,0.0480666432982301,337876,337876.1
CHSY3,SKCM,1.28884624738882,1.84579731436112,0.504363891665725,1.29586866098926,337876,337876.1
CHSY3,STAD,1.42366197932337,0.211312248420032,0.38594523091123,0.0103365839315961,337876,337876.1
CHSY3,HNSC,1.41331647804026,0.339637295727921,0.314465429352935,0.218337708493103,337876,337876.1
CHSY3,CESC,0.789469892672932,0.238063086932293,0.880443274405533,0.126369891026019,337876,337876.1
CHSY3,PRAD,0.329071210118046,0.326972244770952,0.21392983489882,0.918557895928307,337876,337876.1
CHSY3,KIRC,2.21415409089418,0.163333190640055,0.274091023562908,0.809062446259123,337876,337876.1
CHSY3,LGG,1.13063496425417,0.262726361526513,1.82348473894419,1.98096144143576,337876,337876.1
CHSY3,LUSC,1.30307410527005,0.417462667105074,1.1712158410391,0.438581705124967,337876,337876.1
CHSY3,ESCA,1.3410051088513,0.231977040397065,0.382355862947152,0.105063660554085,337876,337876.1
CHSY3,UCEC,0.499337972209953,0.29677001648303,0.821439362189483,0.116930623050503,337876,337876.1
CHSY3,THCA,0.970316627903911,0.163403706297344,0.611854714158455,0.926524133061442,337876,337876.1
CHSY3,OV,1.68747285817356,0.0141650509422471,0.227258943774146,0.28853721571557,337876,337876.1
CHSY3,BLCA,1.38793966483363,0.0927066916668925,0.840229039221132,0.127881118394791,337876,337876.1
CHSY3,GBM,2.08619008593335,0.407621352999486,1.82348473894419,0.483734554629389,337876,337876.1
CHSY3,PAAD,1.86964911922377,0,1.1901471703209,0.298203217371007,337876,337876.1
CHSY3,KIRP,0.568542331834119,0.10681554505122,0.209736885779116,0,337876,337876.1
CHSY3,LUAD,1.28861784616363,0.471283479469944,1.12502074086575,0.436921309649758,337876,337876.1
CHSY3,LIHC,1.31247944925242,0.244274785893741,0.89694573362975,0.364388915140319,337876,337876.1
CKB,LUAD,6.06868765502156,6.9463218933147,7.15008983389373,5.53716294633022,1152,1152.1
CKB,PRAD,9.6457532540128,9.33868694083565,9.77331391533335,8.35910988262349,1152,1152.1
CKB,CRC,6.92757043772122,8.63769618555948,10.7455492443631,5.44702161291189,1152,1152.1
CKB,LUSC,5.66653667055405,6.44077180218833,6.97568973682662,4.83180081452138,1152,1152.1
CKB,GBM,7.22141773070475,10.3125706041113,10.4889113295011,5.97641400815186,1152,1152.1
CKB,OV,6.13126115807429,7.41056551783572,6.68371867439918,5.51043172378989,1152,1152.1
CKB,LIHC,5.47112062541339,5.42937405691312,4.5148110396691,5.59169879607126,1152,1152.1
CKB,BRCA,4.6249078860954,5.08375237500557,5.16422811811157,4.98536674306065,1152,1152.1
CKB,KIRC,3.97235974267384,8.8912087566367,7.86469782714777,2.9158390978147,1152,1152.1
CKB,SKCM,5.01639323033696,4.64835867712759,4.04957243472222,3.93032179414732,1152,1152.1
CKB,LGG,9.87307625434327,10.1729514756743,10.4889113295011,5.40718433626685,1152,1152.1
CKB,ESCA,5.50352712144231,5.18228867621811,9.46997716087847,6.38179215203689,1152,1152.1
CKB,UCEC,7.22436255129524,7.85676270246823,8.72146403607705,5.29256213504051,1152,1152.1
CKB,PAAD,5.14389513277913,8.22704076266065,5.43038569838937,4.28801776411345,1152,1152.1
CKB,HNSC,4.87156567901104,8.2714530527583,6.34596054961443,5.62886571951298,1152,1152.1
CKB,KIRP,7.73837163014808,8.94143348318049,8.19253481212542,0,1152,1152.1
CKB,BLCA,5.61036317974282,6.29644370554745,8.23885582305994,3.72640524289515,1152,1152.1
CKB,THCA,6.45294565971744,8.43354746819164,8.11967529679328,5.46459898724614,1152,1152.1
CKB,CESC,5.40888945508977,8.22202885976911,8.10207976526278,7.74015497536343,1152,1152.1
CKB,STAD,5.8219071483102,5.79791878384075,8.49689861914462,4.72449361727731,1152,1152.1
CKM,PRAD,2.64157405688059,0,2.48090598710196,0.0179670203143729,1158,1158.1
CKM,LUAD,0.528668677858404,0.663553904763162,0.0734309100296527,0.0737639561382503,1158,1158.1
CKM,BLCA,0.434124900836108,0.464408018256841,0.648564660097387,0.0269520217086653,1158,1158.1
CKM,BRCA,0.187515048251607,0.114747125444761,0.0212030600961407,0.0555052575775475,1158,1158.1
CKM,THCA,0.231325642322934,0,0.0249548232253824,0.0975187701756497,1158,1158.1
CKM,KIRP,0.298684962133303,0,0.349968096819786,0,1158,1158.1
CKM,PAAD,0.0954357957339197,0.399309731776774,0.2519970772841,0.0584124990797186,1158,1158.1
CKM,LUSC,0.273347955156521,0.24520179755803,0.085722087354999,0.046928587074466,1158,1158.1
CKM,CRC,0.0757197140569515,0.329812227836991,0.28287000189236,0.0736058718768656,1158,1158.1
CKM,STAD,0.235062556830741,0.27750513081281,0.564456857397591,0.0888996332874785,1158,1158.1
CKM,KIRC,0.175707303912953,0.00836118390038976,0.433219672482012,0.0320862222801493,1158,1158.1
CKM,UCEC,0.278775011967193,0.521617925036243,0.0404915668262759,0.11892876664813,1158,1158.1
CKM,ESCA,0.289819573947848,0.142056816892209,2.79680571342615,0.110970976128256,1158,1158.1
CKM,HNSC,4.4997843048701,0.344442296783912,6.71936495051918,0.122274999945722,1158,1158.1
CKM,OV,0.095151325476082,0.386742514934714,1.19088673548133,0.0521023712138405,1158,1158.1
CKM,LIHC,0.255363387417061,0.0119039318037087,0.0368125404710115,0.0669788593565508,1158,1158.1
CKM,LGG,0.149604053248455,0.00863131408945556,0.0284883492816093,0.0419361004241392,1158,1158.1
CKM,GBM,0.332578530168379,0.112476290464181,0.0284883492816093,0.0456573638892625,1158,1158.1
CKM,CESC,0.147142123390713,0.485146402689676,0.0307767417104908,0.109973596185858,1158,1158.1
CKM,SKCM,0.36523533334666,0.196440011391252,0.257368949533007,0.0473401865585922,1158,1158.1
CKMT1A,CRC,4.53359005738134,5.78198393739709,6.72449871181939,2.2708320610831,548596,548596.1
CKMT1A,GBM,0.645790858293992,1.70036115231705,5.53883903881345,0.0311951597926735,548596,548596.1
CKMT1A,LGG,2.0814843902574,3.13566122400439,5.53883903881345,0.08114365751853,548596,548596.1
CKMT1A,PRAD,2.78881081662713,3.10645538248476,2.7155384594573,2.08394494093869,548596,548596.1
CKMT1A,HNSC,4.85963891347448,5.16507902554757,6.19682195723761,1.62602680265049,548596,548596.1
CKMT1A,BLCA,2.59215861614291,4.76811457510494,3.07416846075646,0.42353605267269,548596,548596.1
CKMT1A,ESCA,3.39158303328288,5.82372516802894,4.31422152282931,1.34132568857852,548596,548596.1
CKMT1A,SKCM,0.917898903121639,0.918327051309902,0.0909906839549796,0.0898265177829692,548596,548596.1
CKMT1A,STAD,3.62272786973406,5.74125043770204,5.48703090370578,1.3584982786016,548596,548596.1
CKMT1A,BRCA,2.20974122331016,3.7091129111534,2.12168583473931,2.25560835320495,548596,548596.1
CKMT1A,LIHC,0.586880468092348,0.757331145581188,0.0727091460506584,0.181140947159554,548596,548596.1
CKMT1A,PAAD,2.457503560345,6.02186151608528,1.32782808443998,1.41267073181322,548596,548596.1
CKMT1A,LUAD,1.6694045344498,3.32232095574324,0.932546797976044,0.534247598819997,548596,548596.1
CKMT1A,UCEC,1.715993040886,3.60131373972442,0.564354099016651,0.131489159294108,548596,548596.1
CKMT1A,THCA,1.40776049145072,2.20950154561388,2.04372618124375,0.46227077715104,548596,548596.1
CKMT1A,LUSC,3.10086256944263,4.81912148896554,0.872704146065098,0.66926972929723,548596,548596.1
CKMT1A,KIRC,0,1.53091362219655,2.70693946438745,0.0149479455467736,548596,548596.1
CKMT1A,CESC,4.95922006835938,5.04545243003697,0.196171311212737,0.198983717759001,548596,548596.1
CKMT1A,OV,1.88943429098826,3.18003064582209,0.10911025530107,0.508056361455848,548596,548596.1
CKMT1A,KIRP,3.28403581648485,3.30574918346385,2.85487664141237,0,548596,548596.1
CKMT1B,LUSC,3.17929806535006,4.97006045972804,0.948433544812912,0.71979877475953,1159,1159.1
CKMT1B,OV,2.22811383459671,3.55910040222879,0.141625097690566,0.358442256188562,1159,1159.1
CKMT1B,LIHC,0.661932778261699,0.701995367352715,0.135263312538771,0.171898267965645,1159,1159.1
CKMT1B,PRAD,2.78065885391916,3.65711785057084,2.88292029670361,2.99489642297123,1159,1159.1
CKMT1B,BRCA,2.26992244916286,3.72373333967448,2.33986635331947,2.3420656933322,1159,1159.1
CKMT1B,PAAD,2.43798388833933,6.10425965841259,1.396540361792,1.47268152478928,1159,1159.1
CKMT1B,KIRC,0,1.49776032254669,2.72533850230806,0.0374440515356401,1159,1159.1
CKMT1B,UCEC,1.76641475199548,4.38498628145335,0.610681132003492,0.474761528791938,1159,1159.1
CKMT1B,LUAD,1.54994712732422,3.50249493423537,0.862665344368399,0.750612247575827,1159,1159.1
CKMT1B,HNSC,4.89398483187976,5.39867519031304,6.19664727944828,1.75943574475374,1159,1159.1
CKMT1B,SKCM,1.23142785333852,1.19579556445383,0.152639035085952,0.202554529645142,1159,1159.1
CKMT1B,KIRP,3.07607125103201,3.38706322631178,2.93358509123799,0,1159,1159.1
CKMT1B,CRC,4.72067202387422,5.78714937802033,6.87067352294606,2.40982483786776,1159,1159.1
CKMT1B,BLCA,2.61329648470611,4.99484201693179,3.13692598055263,0.969471198394342,1159,1159.1
CKMT1B,STAD,3.95431800137122,5.81230945631134,5.81169088929723,2.00306305656035,1159,1159.1
CKMT1B,GBM,0.676900649664226,1.90094325722893,5.96869815533642,0.0417850531510694,1159,1159.1
CKMT1B,LGG,2.27087581415477,3.58997828041316,5.96869815533642,0.151037865091757,1159,1159.1
CKMT1B,THCA,1.75735832504495,2.85410126855512,2.78202285210338,0.492303353275698,1159,1159.1
CKMT1B,CESC,5.12596403141256,5.13360803665943,0.107935648001165,0.404325428560404,1159,1159.1
CKMT1B,ESCA,3.40715000037913,5.84933422693877,4.1014312964779,1.02910487609217,1159,1159.1
CKMT2,UCEC,1.76046618571163,1.5707222123807,2.56781634600867,0.275038034483851,1160,1160.1
CKMT2,GBM,2.17997357474876,1.26560702093023,2.37195732059021,0.165050019293179,1160,1160.1
CKMT2,ESCA,0.83861228129507,0.257512302613147,3.41093923558082,0.167321377934033,1160,1160.1
CKMT2,BLCA,0.803391228016465,0.231678339632038,1.30698632979798,0.135260812464507,1160,1160.1
CKMT2,KIRP,1.43536723453115,0.528151395018449,3.86931737643361,0,1160,1160.1
CKMT2,PRAD,2.59940740161071,0.575133373009173,2.50391992301038,0.199515899135828,1160,1160.1
CKMT2,HNSC,1.79870717809595,0.193865980267033,3.8684333301045,0.119483523026233,1160,1160.1
CKMT2,KIRC,0.0140243778928916,3.13611635514474,3.78847065516816,0.11845049203909,1160,1160.1
CKMT2,LIHC,1.72567263305251,0.445684087254945,0.757266639176924,0.147627453883737,1160,1160.1
CKMT2,SKCM,0.564064368320288,0.891902304073322,0.128290355814912,0.235496785459908,1160,1160.1
CKMT2,THCA,1.03893210325734,3.37089490488521,1.91582268530102,0.152937715758466,1160,1160.1
CKMT2,OV,1.25491074185108,2.81845946787877,3.48607503068954,0.183003891571292,1160,1160.1
CKMT2,LUSC,0.646033586608041,0.251207026251873,1.00904398093952,0.191760051402593,1160,1160.1
CKMT2,BRCA,1.22517519501816,0.401731690662702,2.12515285322908,0.178752405502087,1160,1160.1
CKMT2,CRC,0.798030479248063,3.12242757474835,0.921030655846883,0.250886377667724,1160,1160.1
CKMT2,LGG,2.65911286663224,0.493077501921671,2.37195732059021,0.221924350693832,1160,1160.1
CKMT2,PAAD,2.1380432006083,0.175387270854116,1.98164780495961,0.184494793406347,1160,1160.1
CKMT2,STAD,1.3002337244851,0.193848345160165,3.09108222219498,0.17898020622915,1160,1160.1
CKMT2,CESC,0.328025921970268,0.566444692409839,1.94346430515456,0.143390281358434,1160,1160.1
CKMT2,LUAD,1.07291133721405,0.531121349437845,0.857853674407139,0.181573840702574,1160,1160.1
CLC,PAAD,0.619477925841445,0,0.378583076936912,0,1178,1178.1
CLC,CESC,0.291613156455564,0,0.0414265681687679,0,1178,1178.1
CLC,LUSC,0.884155059021681,0.0797704213817712,0.666350802968406,0,1178,1178.1
CLC,KIRP,0.232668140873332,0.0145164733761439,0.0778019536899875,0,1178,1178.1
CLC,LIHC,0.155535185713777,0.0143836845361636,0.171323033602967,0,1178,1178.1
CLC,PRAD,0.115014724614267,0,0.0753655103268007,0,1178,1178.1
CLC,UCEC,0.330817858072877,0.0476111314511078,0,0,1178,1178.1
CLC,BLCA,0.690006542201388,0,0.0707793276422734,0,1178,1178.1
CLC,THCA,0.0850808370278804,0,0,0.0274046734503636,1178,1178.1
CLC,BRCA,0.120798686746245,0,0,0,1178,1178.1
CLC,ESCA,0.409163537377697,0,0.0847723225477599,0.0379195069726471,1178,1178.1
CLC,KIRC,0.175185242933821,0.101501964057318,0.0412386063149916,0,1178,1178.1
CLC,LUAD,0.741231287838069,0,0.750873754538183,0.0232303500485732,1178,1178.1
CLC,CRC,2.43311288058325,0,2.57329772586669,0,1178,1178.1
CLC,LGG,0.076428622202058,0,0,0,1178,1178.1
CLC,HNSC,0.452977293599462,0,0,0,1178,1178.1
CLC,STAD,1.31466447965386,0,1.19663237882875,0.0231314765805886,1178,1178.1
CLC,GBM,0.393290990088788,0,0,0,1178,1178.1
CLC,SKCM,0.17288840889218,0,0,0,1178,1178.1
CLC,OV,0.564337947085856,0,0,0.0357930779232114,1178,1178.1
CLPS,ESCA,0.115445780331198,0.179393047327445,0.198302802385804,0,1208,1208.1
CLPS,PRAD,0.0114533565402227,0.0127505341863018,0,0.0132798879362543,1208,1208.1
CLPS,KIRC,0.048826610203817,0,0,0,1208,1208.1
CLPS,OV,0,0.40898455695962,2.0249379738964,0,1208,1208.1
CLPS,BRCA,0.159627250681665,0.186700262199864,0,0.0376032126223735,1208,1208.1
CLPS,UCEC,0.223429345004093,0.236101690194864,0,0,1208,1208.1
CLPS,LUAD,0.0695991876843863,0.034768210691501,0,0,1208,1208.1
CLPS,LIHC,0,0.213589489769728,0,0,1208,1208.1
CLPS,GBM,0.0364116278333564,0.0151818168859556,0.284091797008427,0,1208,1208.1
CLPS,LGG,0.16850960903476,0,0.284091797008427,0,1208,1208.1
CLPS,THCA,0.0185017195212192,0,0,0.0329270429500302,1208,1208.1
CLPS,SKCM,0,0.0407631615521008,0,0,1208,1208.1
CLPS,BLCA,0.0696165465268466,0.0606102263409172,0,0,1208,1208.1
CLPS,CESC,0.0423038444897853,0.193702920708457,0,0,1208,1208.1
CLPS,HNSC,0,0.0644706165668302,0,0,1208,1208.1
CLPS,KIRP,0.018587634121993,0.0257021388723203,0,0,1208,1208.1
CLPS,LUSC,0.0388079397828517,0.0750235167527033,0,0,1208,1208.1
CLPS,CRC,0.00232506352064743,0.139319262794542,0,0,1208,1208.1
CLPS,STAD,0.032746236907486,0.615747398211421,0.529548808127835,0,1208,1208.1
CLPS,PAAD,8.45628512092146,0,5.60293270333944,0,1208,1208.1
CLYBL,BLCA,1.90668221613008,2.46551932735866,3.16506146436622,0.32508296993352,171425,171425.1
CLYBL,BLCA,1.90668221613008,2.46551932735866,3.16506146436622,0.32508296993352,171425,171425.2
CLYBL,PRAD,2.5919165460507,2.61964696727345,2.62805190460079,1.02913018080981,171425,171425.1
CLYBL,PRAD,2.5919165460507,2.61964696727345,2.62805190460079,1.02913018080981,171425,171425.2
CLYBL,PAAD,2.0926315477058,3.32935818450498,2.64149384649428,0.552071244633077,171425,171425.1
CLYBL,PAAD,2.0926315477058,3.32935818450498,2.64149384649428,0.552071244633077,171425,171425.2
CLYBL,CESC,2.01965909849503,2.70544997902999,2.77928396039831,0.866699434143991,171425,171425.1
CLYBL,CESC,2.01965909849503,2.70544997902999,2.77928396039831,0.866699434143991,171425,171425.2
CLYBL,BRCA,2.48094325705982,2.14391660742645,2.89290421975735,0.5530683673407,171425,171425.1
CLYBL,BRCA,2.48094325705982,2.14391660742645,2.89290421975735,0.5530683673407,171425,171425.2
CLYBL,LGG,3.32688793843664,1.78348103781796,2.4544159804582,0.385105278245647,171425,171425.1
CLYBL,LGG,3.32688793843664,1.78348103781796,2.4544159804582,0.385105278245647,171425,171425.2
CLYBL,SKCM,2.40028432849459,2.92638066223952,2.73429422086231,0.481750201916503,171425,171425.1
CLYBL,SKCM,2.40028432849459,2.92638066223952,2.73429422086231,0.481750201916503,171425,171425.2
CLYBL,LIHC,4.70461819908838,5.34703453843827,6.22908815742425,0.632372939161651,171425,171425.1
CLYBL,LIHC,4.70461819908838,5.34703453843827,6.22908815742425,0.632372939161651,171425,171425.2
CLYBL,LUAD,2.08806424857837,2.47113362403629,2.1920390654073,0.588288185338778,171425,171425.1
CLYBL,LUAD,2.08806424857837,2.47113362403629,2.1920390654073,0.588288185338778,171425,171425.2
CLYBL,GBM,3.31954707508901,2.48634858460877,2.4544159804582,0.338509197871077,171425,171425.1
CLYBL,GBM,3.31954707508901,2.48634858460877,2.4544159804582,0.338509197871077,171425,171425.2
CLYBL,KIRC,2.46503151087124,5.50409760014479,4.79864219996278,1.14817740779312,171425,171425.1
CLYBL,KIRC,2.46503151087124,5.50409760014479,4.79864219996278,1.14817740779312,171425,171425.2
CLYBL,HNSC,1.99494872526553,2.07357942042816,3.31381506309548,0.487091761743848,171425,171425.1
CLYBL,HNSC,1.99494872526553,2.07357942042816,3.31381506309548,0.487091761743848,171425,171425.2
CLYBL,LUSC,1.94120951111183,2.40476092882392,2.15218198259165,0.619428173758535,171425,171425.1
CLYBL,LUSC,1.94120951111183,2.40476092882392,2.15218198259165,0.619428173758535,171425,171425.2
CLYBL,STAD,2.22417588652872,3.09461929593624,3.09606499196409,0.702616170425864,171425,171425.1
CLYBL,STAD,2.22417588652872,3.09461929593624,3.09606499196409,0.702616170425864,171425,171425.2
CLYBL,KIRP,4.43708274937925,4.7467624856397,4.84399122753793,0,171425,171425.1
CLYBL,KIRP,4.43708274937925,4.7467624856397,4.84399122753793,0,171425,171425.2
CLYBL,OV,1.87236869596005,3.15441292010949,2.11639368928912,0.747287485720373,171425,171425.1
CLYBL,OV,1.87236869596005,3.15441292010949,2.11639368928912,0.747287485720373,171425,171425.2
CLYBL,ESCA,1.98205008632477,2.15553323288895,2.71548534520257,0.603127446527524,171425,171425.1
CLYBL,ESCA,1.98205008632477,2.15553323288895,2.71548534520257,0.603127446527524,171425,171425.2
CLYBL,CRC,2.3058569386752,4.30039991932407,4.24740419037587,1.03502805592126,171425,171425.1
CLYBL,CRC,2.3058569386752,4.30039991932407,4.24740419037587,1.03502805592126,171425,171425.2
CLYBL,UCEC,2.62433486476196,2.50784665680068,2.53196607178897,0.650382616604866,171425,171425.1
CLYBL,UCEC,2.62433486476196,2.50784665680068,2.53196607178897,0.650382616604866,171425,171425.2
CLYBL,THCA,2.55432286464832,3.35645391507042,3.28267179630278,0.495159664844459,171425,171425.1
CLYBL,THCA,2.55432286464832,3.35645391507042,3.28267179630278,0.495159664844459,171425,171425.2
CMA1,CESC,0.238779985448494,0,1.98963906474876,0,1215,1215.1
CMA1,PAAD,0.821502933837912,0,0.202746358130908,0,1215,1215.1
CMA1,BLCA,1.18498444220191,0,2.34586297707597,0,1215,1215.1
CMA1,CRC,0.655375157291345,0,2.03219825557494,0,1215,1215.1
CMA1,ESCA,0.427001274544379,0,0.809593355431509,0,1215,1215.1
CMA1,OV,0.270056450521455,0,0,0,1215,1215.1
CMA1,SKCM,0.396029041411581,0,0.152639035085952,0,1215,1215.1
CMA1,LUSC,0.379789710777656,0,0.731920640435288,0,1215,1215.1
CMA1,KIRC,0.372767184512403,0.122250479865966,0.0973734529284953,0,1215,1215.1
CMA1,STAD,0.654987103749767,0,1.33163649729832,0.032985224107694,1215,1215.1
CMA1,LGG,0.0127186990413439,0.0166545542200394,0,0,1215,1215.1
CMA1,GBM,0.0218923657915442,0.00157130278671014,0,0,1215,1215.1
CMA1,LIHC,0.779526422654581,0.045092858604784,0.476629880044886,0.0139851172423852,1215,1215.1
CMA1,LUAD,0.443269681035605,0,0.563124811640684,0.0189655800270929,1215,1215.1
CMA1,THCA,0.334282640147117,0.116624620028505,0.0721271097845031,0.0204886050814769,1215,1215.1
CMA1,PRAD,0.685232741596856,0,0.350960417548596,0,1215,1215.1
CMA1,UCEC,0.167158901413741,0,0.49378578148867,0.0401469585284937,1215,1215.1
CMA1,BRCA,1.20147570560688,0,2.20786991541448,0.0178997333425842,1215,1215.1
CMA1,HNSC,0.853920379687157,0,0.899465064256437,0.0444883207138999,1215,1215.1
CMA1,KIRP,0.701136240678893,0.398739782009996,0.142842240877064,0,1215,1215.1
CMAS,KIRC,4.14576127601098,4.61970066743167,4.23092252608083,5.72956067103733,55907,55907.1
CMAS,OV,3.67162776790176,4.59392722439104,4.25744420793171,5.45121721785984,55907,55907.1
CMAS,BRCA,3.94859260166333,4.98910720444552,4.15514715342564,5.70170448972908,55907,55907.1
CMAS,PAAD,3.80920765078313,5.36544268566788,3.99363655321147,5.77629831230309,55907,55907.1
CMAS,LUAD,3.9150710381343,4.69695230287141,3.80424716102825,5.6963128680578,55907,55907.1
CMAS,LUSC,4.28181111318345,5.49627176611121,3.73039488019572,5.98508162901456,55907,55907.1
CMAS,LGG,4.77904893228184,3.92085700886003,5.81011810136903,5.26647977949679,55907,55907.1
CMAS,CRC,4.54480961870442,5.86111176188703,5.80521725052326,6.02554159510659,55907,55907.1
CMAS,BLCA,4.53503705741202,5.21668696581204,4.36380970175762,5.76417457252678,55907,55907.1
CMAS,HNSC,4.55577466831451,5.24092252054581,5.30785542735922,5.8445049953966,55907,55907.1
CMAS,PRAD,4.61492418181364,5.27486181832789,4.89140448540209,5.57661598213517,55907,55907.1
CMAS,GBM,4.40367285955768,4.01623993413604,5.81011810136903,5.25768209959326,55907,55907.1
CMAS,ESCA,4.04546832820528,5.07097221757601,4.11088881676513,5.92864685213035,55907,55907.1
CMAS,LIHC,4.71327988922514,5.33522070041223,5.4759444801768,5.24773627790464,55907,55907.1
CMAS,THCA,3.95684506433378,4.6179648461963,4.1191136859282,5.4704730415106,55907,55907.1
CMAS,STAD,3.50086467950647,4.92773209411963,4.3361378543934,5.69787670216418,55907,55907.1
CMAS,UCEC,4.02163546748847,4.56350043612629,4.40794167550322,5.11008639811891,55907,55907.1
CMAS,KIRP,4.6046833187355,4.43865193573005,4.0906211999065,0,55907,55907.1
CMAS,SKCM,4.10032361798656,4.7931075918235,4.19435470292877,5.82751691543306,55907,55907.1
CMAS,CESC,4.48227499017316,4.95373347139771,4.61717523348115,5.37155524157128,55907,55907.1
CMPK1,KIRP,5.60631114000301,5.20731773361079,5.2467983909294,0,51727,51727.1
CMPK1,BRCA,5.46843021037769,5.62509453923158,5.83900419042194,5.8690191233167,51727,51727.1
CMPK1,LIHC,6.37015883783246,6.32372106766767,7.06962538192556,6.02857436448898,51727,51727.1
CMPK1,LGG,5.50438857597149,4.63779630186046,5.02903921657959,6.08825937731298,51727,51727.1
CMPK1,BLCA,5.74415173428222,5.4826839818501,5.88126460935438,6.0562588295353,51727,51727.1
CMPK1,KIRC,5.79008730299764,5.1633456695988,5.46452682303602,6.0815872604282,51727,51727.1
CMPK1,HNSC,5.85202026578866,5.42726719173421,6.36750893550594,5.92933297601789,51727,51727.1
CMPK1,UCEC,5.59837073462626,4.88034069788016,4.93479395860538,5.66295004550318,51727,51727.1
CMPK1,OV,5.14318914916442,4.66976367292251,4.40664267791423,6.05168813336114,51727,51727.1
CMPK1,CRC,5.98489288980785,6.72688290162044,6.65271509281423,6.0377329442805,51727,51727.1
CMPK1,LUSC,5.78337441450721,5.10789108818418,5.68429306234171,5.88251485444,51727,51727.1
CMPK1,SKCM,5.22957290792623,5.10549350615783,5.29839371783395,5.92989317390355,51727,51727.1
CMPK1,ESCA,5.9655658652804,5.98681843762633,6.1291276496569,5.77104884230462,51727,51727.1
CMPK1,STAD,5.79184486267262,6.65564188824775,6.01166332140959,6.21475709074002,51727,51727.1
CMPK1,CESC,5.9056369597443,5.66230156641333,5.13609931157164,6.26681126051648,51727,51727.1
CMPK1,LUAD,5.80177203384604,6.0920046916271,5.70614765097278,6.00555324274635,51727,51727.1
CMPK1,PAAD,6.01632191796378,6.14175151638084,5.8494137623457,5.97665146996559,51727,51727.1
CMPK1,PRAD,6.3029387467944,7.00552777007133,6.14994131130329,6.09842928745927,51727,51727.1
CMPK1,THCA,5.56196525222808,5.79455688049146,5.88146387626359,6.29666962058988,51727,51727.1
CMPK1,GBM,5.75390825142358,4.90012138094997,5.02903921657959,6.12214530652928,51727,51727.1
CMPK2,CRC,3.40395119449132,1.32413005512325,2.57794902254423,1.12628805021512,129607,129607.1
CMPK2,STAD,3.529941223334,2.21421317062836,2.87574093126979,0.893979611830602,129607,129607.1
CMPK2,BLCA,3.62211041861155,1.86085603197755,1.6149606747376,0.607735221562882,129607,129607.1
CMPK2,LIHC,2.56062563989757,1.65778214516358,1.99567664182262,0.174449082088438,129607,129607.1
CMPK2,PAAD,3.07539311514235,1.45439236291574,2.34001859558448,1.72231999402814,129607,129607.1
CMPK2,LGG,2.79519034501581,0.984666433982915,2.01147861109905,0.956713693972787,129607,129607.1
CMPK2,LUAD,3.32431913912616,1.78939102815752,2.95063267626523,0.588869954186437,129607,129607.1
CMPK2,PRAD,1.77404898631229,1.35787733317599,1.52280608794733,1.17464224866333,129607,129607.1
CMPK2,CESC,4.29236266837238,1.85485340533241,1.57480524157592,0.174704549949708,129607,129607.1
CMPK2,OV,3.2136328515835,3.06203642518618,0.971938111382656,0.84435422397145,129607,129607.1
